,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²,straße,bezirk,gebietsstand,hausnummer,buchstabe,wohnlage_einstufung,lage_im_stadtgebiet,ortsteil
376,Schöne 2 Zimmer Wohnung mit Terrasse und Fußbodenheizung!,https://www.immobilienscout24.de/expose/114662158,699.0,173.0,0.0,872.0,Kaution: 2097.00,0,59.57,2,,,True,True,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"La-Rochelle-Straße 70, 13127 Berlin, Französisch Buchholz (Pankow)",La-Rochelle-Straße,13127 Berlin,Französisch Buchholz (Pankow),70,Pankow,11.734094342789994,La-Rochelle-Straße,Pank,O,70,G,mittel,D,Pankow
377,Schöne 2 Zimmer Wohnung mit Terrasse und Fußbodenheizung!,https://www.immobilienscout24.de/expose/114662158,699.0,173.0,0.0,872.0,Kaution: 2097.00,0,59.57,2,,,True,True,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"La-Rochelle-Straße 70, 13127 Berlin, Französisch Buchholz (Pankow)",La-Rochelle-Straße,13127 Berlin,Französisch Buchholz (Pankow),70,Pankow,11.734094342789994,La-Rochelle-Straße,Pank,O,70,U,mittel,D,Pankow
378,"Erstbezug mit Einbauküche und Terrasse: stilvolle, geräumige 2-Zimmer-Wohnung in Spandau, Berlin",https://www.immobilienscout24.de/expose/114687205,1251.45,200.0,0.0,1451.45,3754.35,0 von 0,83.0,2,,1.0,,True,2019.0,,Erstbezug,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,15.077710843373495,Spandauer Burgwall,Span,W,20,U,einfach,Z,Spandau
379,"Erstbezug mit Einbauküche und Terrasse: stilvolle, geräumige 2-Zimmer-Wohnung in Spandau, Berlin",https://www.immobilienscout24.de/expose/114687205,1251.45,200.0,0.0,1451.45,3754.35,0 von 0,83.0,2,,1.0,,True,2019.0,,Erstbezug,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,15.077710843373495,Spandauer Burgwall,Span,W,20,G,einfach,Z,Spandau
380,"Exklusive, geräumige 3-Zimmer-Wohnung mit Terrasse und EBK, Berlin",https://www.immobilienscout24.de/expose/114688260,1934.43,250.0,0.0,2184.43,5803.29,0 von 0,113.79,3,,1.0,,True,2019.0,,,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,17.0,Spandauer Burgwall,Span,W,20,U,einfach,Z,Spandau
381,"Exklusive, geräumige 3-Zimmer-Wohnung mit Terrasse und EBK, Berlin",https://www.immobilienscout24.de/expose/114688260,1934.43,250.0,0.0,2184.43,5803.29,0 von 0,113.79,3,,1.0,,True,2019.0,,,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,17.0,Spandauer Burgwall,Span,W,20,G,einfach,Z,Spandau
382,"Erstbezug: stilvolle, geräumige 2-Zimmer-Wohnung mit EBK und Terrasse in Spandau, Berlin",https://www.immobilienscout24.de/expose/114687795,1235.1,200.0,0.0,1435.1,3705.30,0 von 0,82.34,2,,1.0,,True,2019.0,,Erstbezug,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,14.999999999999998,Spandauer Burgwall,Span,W,20,U,einfach,Z,Spandau
383,"Erstbezug: stilvolle, geräumige 2-Zimmer-Wohnung mit EBK und Terrasse in Spandau, Berlin",https://www.immobilienscout24.de/expose/114687795,1235.1,200.0,0.0,1435.1,3705.30,0 von 0,82.34,2,,1.0,,True,2019.0,,Erstbezug,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,,"Spandauer Burgwall 20, 13581 Berlin, Spandau (Spandau)",Spandauer Burgwall,13581 Berlin,Spandau (Spandau),20,Spandau,14.999999999999998,Spandauer Burgwall,Span,W,20,G,einfach,Z,Spandau
384,"Gepflegte 3-Zimmer-Maisonette-Wohnung mit Balkon und EBK in Spandau (Wilhelmstadt), Berlin",https://www.immobilienscout24.de/expose/114619470,1250.0,120.0,170.0,1540.0,2500,1 von 2,104.0,3,,2.0,,True,1986.0,,Gepflegt,Nachtspeicheröfen,Strom,liegt zur Besichtigung vor,,,,"Weinmeisterhornweg 39, 13595 Berlin, Spandau (Spandau)",Weinmeisterhornweg,13595 Berlin,Spandau (Spandau),39,Spandau,12.01923076923077,Weinmeisterhornweg,Span,W,39,U,mittel,D,Spandau
385,"Gepflegte 3-Zimmer-Maisonette-Wohnung mit Balkon und EBK in Spandau (Wilhelmstadt), Berlin",https://www.immobilienscout24.de/expose/114619470,1250.0,120.0,170.0,1540.0,2500,1 von 2,104.0,3,,2.0,,True,1986.0,,Gepflegt,Nachtspeicheröfen,Strom,liegt zur Besichtigung vor,,,,"Weinmeisterhornweg 39, 13595 Berlin, Spandau (Spandau)",Weinmeisterhornweg,13595 Berlin,Spandau (Spandau),39,Spandau,12.01923076923077,Weinmeisterhornweg,Span,W,39,G,mittel,D,Spandau
386,Lichtdurchflutetes Townhouse im eleganten Stil mit einzigartigem Ausblick,https://www.immobilienscout24.de/expose/114573732,3609.1,1069.2,0.0,4678.3,10827.30,3 von 2,212.3,4,3.0,3.0,True,True,2015.0,,Neuwertig,,,,,,HGHI Berlin Mitte Wohnungsvermittlungsgesellschaft mbH Jägerstraße 49/50 10117 Berlin,"Leipziger Platz 13, 10117 Berlin, Mitte (Mitte)",Leipziger Platz,10117 Berlin,Mitte (Mitte),13,Mitte,17.0,Leipziger Platz,Mitt,O,13,F,gut *,Z,Mitte
387,Großartiges Townhouse über 3 Etagen direkt am Leipziger Platz mit außergewöhnlichen Ausblick,https://www.immobilienscout24.de/expose/88191133,4866.59,1274.57,0.0,6141.16,3 Nettokaltmieten,5 von 3,286.27,5,3.0,3.0,True,True,2015.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,HGHI Berlin Mitte Wohnungsvermittlungsgesellschaft mbH Jägerstraße 49/50 10117 Berlin,"Leipziger Platz 13, 10117 Berlin, Mitte (Mitte)",Leipziger Platz,10117 Berlin,Mitte (Mitte),13,Mitte,17.0,Leipziger Platz,Mitt,O,13,F,gut *,Z,Mitte
388,Aufdachterrasse! Neuerrichtet! 2-Zi-Dachgeschoßwohnung auf der Grenze zu Prenzlauer Berg,https://www.immobilienscout24.de/expose/114441514,1499.0,195.0,90.0,1784.0,4497 Euro,5 von 5,78.0,2,,1.0,,True,1906.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Trelleborger Straße,13189 Berlin,Pankow (Pankow),5,Pankow,19.21794871794872,Trelleborger Straße,Pank,O,5,G,mittel,Z,Pankow
389,Aufdachterrasse! Neuerrichtet! 2-Zi-Dachgeschoßwohnung auf der Grenze zu Prenzlauer Berg,https://www.immobilienscout24.de/expose/114441514,1499.0,195.0,90.0,1784.0,4497 Euro,5 von 5,78.0,2,,1.0,,True,1906.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Trelleborger Straße,13189 Berlin,Pankow (Pankow),5,Pankow,19.21794871794872,Trelleborger Straße,Pank,O,5,U,mittel,Z,Pankow
390,Neuerrichtete 2-Zimmer Dachgeschoßwohnung auf der Grenze zu Prenzlauer Berg!,https://www.immobilienscout24.de/expose/114441145,975.0,120.0,60.0,1155.0,2925 Euro,4 von 4,55.5,2,,1.0,,True,1906.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Trelleborger Straße,13189 Berlin,Pankow (Pankow),5,Pankow,17.56756756756757,Trelleborger Straße,Pank,O,5,G,mittel,Z,Pankow
391,Neuerrichtete 2-Zimmer Dachgeschoßwohnung auf der Grenze zu Prenzlauer Berg!,https://www.immobilienscout24.de/expose/114441145,975.0,120.0,60.0,1155.0,2925 Euro,4 von 4,55.5,2,,1.0,,True,1906.0,2019.0,Erstbezug,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,,"Trelleborger Straße 5, 13189 Berlin, Pankow (Pankow)",Trelleborger Straße,13189 Berlin,Pankow (Pankow),5,Pankow,17.56756756756757,Trelleborger Straße,Pank,O,5,U,mittel,Z,Pankow
392,"Tolle DG-Wohnung mit Havelblick, Terrasse, EBK, Parkett",https://www.immobilienscout24.de/expose/114282929,700.0,130.0,0.0,910.0,2100.00,6 von 6,60.0,2,1.0,1.0,True,True,1991.0,,Gepflegt,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,137.0,Klarholz Immobilien Wexstr. 23 10715 Berlin,"Bismarckstraße 65, 13585 Berlin, Spandau (Spandau)",Bismarckstraße,13585 Berlin,Spandau (Spandau),65,Spandau,11.666666666666666,Bismarckstraße,Span,W,65,F,einfach*,Z,Spandau
393,Echt riesig! XXL-Familienwohnung!,https://www.immobilienscout24.de/expose/114258695,949.0,212.0,0.0,1161.0,Kaution: 2847.00,8,91.12,4,,,True,,1984.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Rhinstraße 13, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Rhinstraße,10315 Berlin,Friedrichsfelde (Lichtenberg),13,Lichtenberg,10.414837576821773,Rhinstraße,Lich,O,13,U,einfach *,D,Lichtenberg
394,Echt riesig! XXL-Familienwohnung!,https://www.immobilienscout24.de/expose/114258695,949.0,212.0,0.0,1161.0,Kaution: 2847.00,8,91.12,4,,,True,,1984.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Rhinstraße 13, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Rhinstraße,10315 Berlin,Friedrichsfelde (Lichtenberg),13,Lichtenberg,10.414837576821773,Rhinstraße,Lich,O,13,G,einfach *,D,Lichtenberg
395,Entspanntes Wohnen im grünen Hermsdorf,https://www.immobilienscout24.de/expose/113834840,1460.72,351.0,184.0,1995.72,4382.16,2 von 2,153.76,4,3.0,2.0,,True,1990.0,,Modernisiert,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,162.0,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Kneippstraße 35, 13467 Berlin, Hermsdorf (Reinickendorf)",Kneippstraße,13467 Berlin,Hermsdorf (Reinickendorf),35,Reinickendorf,9.5,Kneippstraße,Rein,W,35,G,gut,D,Reinickendorf
396,Entspanntes Wohnen im grünen Hermsdorf,https://www.immobilienscout24.de/expose/113834840,1460.72,351.0,184.0,1995.72,4382.16,2 von 2,153.76,4,3.0,2.0,,True,1990.0,,Modernisiert,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,162.0,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Kneippstraße 35, 13467 Berlin, Hermsdorf (Reinickendorf)",Kneippstraße,13467 Berlin,Hermsdorf (Reinickendorf),35,Reinickendorf,9.5,Kneippstraße,Rein,W,35,U,gut,D,Reinickendorf
397,NEW - Dachgeschosswohnung Nähe Rosenthaler Platz - Erstbezug!,https://www.immobilienscout24.de/expose/113882248,2593.4,259.34,129.67,2982.41,3 NKM,5 von 5,129.67,4,3.0,2.0,True,True,1900.0,,Erstbezug,Zentralheizung,,liegt vor,Bedarfsausweis,,Trockland Management GmbH Hauptstraße 27 10827 Berlin,"Brunnenstraße 27, 10119 Berlin-Mitte, Mitte (Mitte)",Brunnenstraße,10119 Berlin-Mitte,Mitte (Mitte),27,Mitte,20.000000000000004,Brunnenstraße,Mitt,O,27,F,mittel*,Z,Mitte
398,"Schöne 2-Zimmer Wohnung, zentral und ruhig gelegen",https://www.immobilienscout24.de/expose/113898599,695.0,120.0,65.0,880.0,2085,3 von 5,55.6,2,1.0,1.0,,True,,2016.0,Erstbezug nach Sanierung,,Gas,liegt vor,Verbrauchsausweis,105.0,ALEPA Real Estate GmbH Tauentzienstraße 6 10789 Berlin,"Plantage 8, 13597 Berlin, Spandau (Spandau)",Plantage,13597 Berlin,Spandau (Spandau),8,Spandau,12.5,Plantage,Span,W,8,F,einfach *,Z,Spandau
399,"2 große Terrassen zum Genießen, mit Renovierungskostenzuschuss!",https://www.immobilienscout24.de/expose/113891191,649.0,158.0,0.0,807.0,Kaution: 1947.00,9,67.88,2,,,True,,1979.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Alt-Friedrichsfelde 81, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Alt-Friedrichsfelde,10315 Berlin,Friedrichsfelde (Lichtenberg),81,Lichtenberg,9.560989982321745,Alt-Friedrichsfelde,Lich,O,81,F,einfach *,D,Lichtenberg
400,"Erstbezug nach Sanierung: ansprechende 2-Zimmer-Hochparterre-Wohnung mit Balkon in Pankow, Berlin",https://www.immobilienscout24.de/expose/113664827,780.0,150.0,,930.0,1560,,56.5,2,,1.0,,,,,Erstbezug nach Sanierung,Etagenheizung,Gas,,,,,"Maximilianstraße 46, 13187 Berlin, Pankow (Pankow)",Maximilianstraße,13187 Berlin,Pankow (Pankow),46,Pankow,13.805309734513274,Maximilianstraße,Pank,O,46,F,mittel,Z,Pankow
401,2 Zimmer mit EBK und großem Balkon,https://www.immobilienscout24.de/expose/113486902,1432.95,290.0,175.0,1897.95,4298.85,7 von 8,111.34,2,1.0,1.0,True,True,1997.0,,,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,HIH Property Management GmbH,"Kronenstraße 13, 10117 Berlin, Mitte (Mitte)",Kronenstraße,10117 Berlin,Mitte (Mitte),13,Mitte,12.870037722292079,Kronenstraße,Mitt,O,13,F,gut *,Z,Mitte
402,Sonnige Familienwohnung im Dach,https://www.immobilienscout24.de/expose/113333179,1050.3,162.0,,1212.3,3150.90,4 von 4,90.0,3,2.0,1.0,,True,1900.0,2018.0,Gepflegt,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Weitlingstraße 58, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),58,Lichtenberg,11.67,Weitlingstraße,Lich,O,58,U,mittel *,D,Lichtenberg
403,Sonnige Familienwohnung im Dach,https://www.immobilienscout24.de/expose/113333179,1050.3,162.0,,1212.3,3150.90,4 von 4,90.0,3,2.0,1.0,,True,1900.0,2018.0,Gepflegt,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Weitlingstraße 58, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),58,Lichtenberg,11.67,Weitlingstraße,Lich,O,58,G,mittel *,D,Lichtenberg
404,Sonnige Pärchenwohnung mit Weitblick,https://www.immobilienscout24.de/expose/113333184,904.38,139.0,,1043.38,2713.14,4 von 4,77.1,2,1.0,1.0,,,1900.0,2018.0,Modernisiert,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Weitlingstraße 57, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),57,Lichtenberg,11.729961089494164,Weitlingstraße,Lich,O,57,U,mittel *,D,Lichtenberg
405,Sonnige Pärchenwohnung mit Weitblick,https://www.immobilienscout24.de/expose/113333184,904.38,139.0,,1043.38,2713.14,4 von 4,77.1,2,1.0,1.0,,,1900.0,2018.0,Modernisiert,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,"Weitlingstraße 57, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),57,Lichtenberg,11.729961089494164,Weitlingstraße,Lich,O,57,G,mittel *,D,Lichtenberg
406,"Stilvolle, geräumige 2-Zimmer-Wohnung mit Einbauküche in Mitte, Berlin",https://www.immobilienscout24.de/expose/113149327,1250.0,165.76,0.0,1415.76,3000,4 von 5,85.0,2,,1.0,,True,,,,,,,,,,"Borsigstraße 28, 10115 Berlin, Mitte (Mitte)",Borsigstraße,10115 Berlin,Mitte (Mitte),28,Mitte,14.705882352941176,Borsigstraße,Mitt,O,28,F,gut,Z,Mitte
407,Schöner wohnen mitten im Scheunenviertel,https://www.immobilienscout24.de/expose/112815836,1795.0,300.0,0.0,2095.0,5385,1 von 5,112.0,3,,1.0,True,True,2003.0,2019.0,Vollständig renoviert,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,,"Rückerstraße 8, 10119 Berlin, Mitte (Mitte)",Rückerstraße,10119 Berlin,Mitte (Mitte),8,Mitte,16.026785714285715,Rückerstraße,Mitt,O,8,F,mittel,Z,Mitte
408,Erstbezug: perfekte 4-Zimmer-Wohnung mit Balkon u. 2 eleganten Bädern,https://www.immobilienscout24.de/expose/112890273,2650.0,370.0,0.0,3020.0,3 NKM,1 von 5,122.0,4,3.0,2.0,True,True,2018.0,,Erstbezug,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,New Standard Planen und Bauen GmbH Berlin,"Linienstraße 220, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),220,Mitte,21.721311475409838,Linienstraße,Mitt,O,220,F,gut,Z,Mitte
409,Ruhige Neubauwohnung zwischen Spittelmarkt und Fischerinsel,https://www.immobilienscout24.de/expose/112958992,705.0,145.0,0.0,850.0,3 Kaltmieten,3 von 7,43.0,1,,1.0,True,True,2014.0,2014.0,Neuwertig,Fernwärme,,liegt vor,Verbrauchsausweis,57.7,MI-KA Immobilien GmbH Koenigsallee 56 14193 Berlin,"Alte Jakobstraße 92, 10179 Berlin, Mitte (Mitte)",Alte Jakobstraße,10179 Berlin,Mitte (Mitte),92,Mitte,16.3953488372093,Alte Jakobstraße,Mitt,O,92,F,gut *,Z,Mitte
410,3-Zimmer-Wohnung in ruhiger Lage in Berlin Tegel,https://www.immobilienscout24.de/expose/108757205,960.0,110.0,80.0,1150.0,3 Nettokaltmieten,,80.0,3,3.0,1.0,,,1910.0,,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Detlef Kurzhals Immobilien-Verwaltungen,"Schlieperstraße 56-57, 13507 Berlin, Tegel (Reinickendorf)",Schlieperstraße,13507 Berlin,Tegel (Reinickendorf),56,Reinickendorf,12.0,Schlieperstraße,Rein,W,56,F,gut,Z,Reinickendorf
411,Über den Dächern von Berlin-Maisonette-Wohnung mit Top Roof Terrace in Mitte,https://www.immobilienscout24.de/expose/107252815,2178.86,130.0,70.0,2378.86,3 Monatsmieten,5 von 5,105.0,4,,1.0,,True,1910.0,2016.0,Neuwertig,Gas-Heizung,Gas,liegt vor,,,,"Zehdenicker Straße 8a, 10119 Berlin, Mitte (Mitte)",Zehdenicker Straße,10119 Berlin,Mitte (Mitte),8,Mitte,20.751047619047622,Zehdenicker Straße,Mitt,O,8,F,gut,Z,Mitte
412,"Tolle Stuckaltbauwohnung, ruhig, unweit Bahnof Lichtenberg",https://www.immobilienscout24.de/expose/105189965,765.0,115.0,,880.0,drei Nettokaltmieten,1 von 4,69.5,3,3.0,1.0,,,1892.0,,Vollständig renoviert,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Ernst Wiese & Co. oHG,"Weitlingstraße 41, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),41,Lichtenberg,11.007194244604317,Weitlingstraße,Lich,O,41,G,mittel *,D,Lichtenberg
413,"Tolle Stuckaltbauwohnung, ruhig, unweit Bahnof Lichtenberg",https://www.immobilienscout24.de/expose/105189965,765.0,115.0,,880.0,drei Nettokaltmieten,1 von 4,69.5,3,3.0,1.0,,,1892.0,,Vollständig renoviert,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,Ernst Wiese & Co. oHG,"Weitlingstraße 41, 10317 Berlin, Lichtenberg (Lichtenberg)",Weitlingstraße,10317 Berlin,Lichtenberg (Lichtenberg),41,Lichtenberg,11.007194244604317,Weitlingstraße,Lich,O,41,U,mittel *,D,Lichtenberg
414,"Großzügige 3 Zimmerwohnung mit Balkon in parkähnlicher kleiner Wohnanlage, zum 01.03.20 zu vermieten",https://www.immobilienscout24.de/expose/105729329,960.0,161.0,110.0,1231.0,2880,2 von 4,90.35,3,2.0,1.0,True,True,1989.0,,Gepflegt,Zentralheizung,Öl,liegt vor,Bedarfsausweis,,Grabenhorst Verwaltungsgesellschaft mbH Katharinenstr. 8 10711 Berlin,"Semmelweg 3a, 13507 Berlin, Tegel (Reinickendorf)",Semmelweg,13507 Berlin,Tegel (Reinickendorf),3,Reinickendorf,10.625345877144438,Semmelweg,Rein,W,3,U,mittel,D,Reinickendorf
415,Ab 01. Mai - Wohnen zwischen Friedrichstr. und Regierungsviertel im idyllischen Denkmal,https://www.immobilienscout24.de/expose/102864029,739.0,90.0,0.0,829.0,2217,1 von 4,29.2,1,,1.0,,True,,2009.0,Neuwertig,,,,,,,"Marienstraße 9, 10117 Berlin, Mitte (Mitte)",Marienstraße,10117 Berlin,Mitte (Mitte),9,Mitte,25.308219178082194,Marienstraße,Mitt,O,9,F,gut *,Z,Mitte
416,Große 4-Zimmer-Wohnung mit zwei riesigen Balkonen,https://www.immobilienscout24.de/expose/102908885,1464.13,208.27,120.31,1792.71,4392.39,4 von 5,117.13,4,3.0,2.0,True,,2014.0,2017.0,,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,MHMI Immobilien-Verwaltungen GmbH,"Sandstraße 46, 13593 Berlin, Spandau (Spandau)",Sandstraße,13593 Berlin,Spandau (Spandau),46,Spandau,12.500042687612057,Sandstraße,Span,W,46,G,einfach,D,Spandau
417,Große 4-Zimmer-Wohnung mit zwei riesigen Balkonen,https://www.immobilienscout24.de/expose/102908885,1464.13,208.27,120.31,1792.71,4392.39,4 von 5,117.13,4,3.0,2.0,True,,2014.0,2017.0,,Fußbodenheizung,Gas,liegt zur Besichtigung vor,,,MHMI Immobilien-Verwaltungen GmbH,"Sandstraße 46, 13593 Berlin, Spandau (Spandau)",Sandstraße,13593 Berlin,Spandau (Spandau),46,Spandau,12.500042687612057,Sandstraße,Span,W,46,U,einfach *,D,Spandau
418,"Gemütliche 1,5-Zimmer-Wohnung mit durchdachtem Grundriss",https://www.immobilienscout24.de/expose/103461573,620.0,150.0,0.0,770.0,1860.-,,35.0,"1,5",1.0,1.0,True,True,1997.0,2018.0,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,Campus Viva Service GmbH,"Alte Jakobstraße 76, 10179 Berlin, Mitte (Mitte)",Alte Jakobstraße,10179 Berlin,Mitte (Mitte),76,Mitte,17.714285714285715,Alte Jakobstraße,Mitt,O,76,F,gut *,Z,Mitte
419,Wohnung mit perfektem Grundriss in Mitte/ Erstbezug nach Sanierung!,https://www.immobilienscout24.de/expose/103261346,1098.0,65.0,55.0,1223.0,3 Netto-Kaltmieten,3 von 5,52.0,2,,1.0,,,1970.0,2020.0,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,,"Eichendorffstraße 20, 10115 Berlin, Mitte (Mitte)",Eichendorffstraße,10115 Berlin,Mitte (Mitte),20,Mitte,21.115384615384617,Eichendorffstraße,Mitt,O,20,F,gut,Z,Mitte
420,Nöldnerstraße 5 in 10317 Berlin im 2. OG nur mit Wohnberechtigungsbchein für drei Räume,https://www.immobilienscout24.de/expose/103656705,612.0,160.0,110.0,882.0,1836,2 von 5,76.49,3,2.0,1.0,True,,1996.0,,,Fernwärme,Fernwärme,,,,Reich GmbH Wielandstraße 5a 10625 Berlin,"Nöldnerstraße 5, 10317 Berlin, Lichtenberg (Lichtenberg)",Nöldnerstraße,10317 Berlin,Lichtenberg (Lichtenberg),5,Lichtenberg,8.001045888351419,Nöldnerstraße,Lich,O,5,F,mittel *,D,Lichtenberg
421,"Moderne, schöne und ruhige Wohnung im Neubau - Barrierefreier Zugang!",https://www.immobilienscout24.de/expose/98325573,510.0,110.0,0.0,620.0,1530.00,,38.0,1,1.0,1.0,True,,2016.0,,Erstbezug,Zentralheizung,KWK regenerativ,liegt vor,Bedarfsausweis,,Bellevue Investments GmbH & Co. KGaA,"Allee der Kosmonauten 21B, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Allee der Kosmonauten,10315 Berlin,Friedrichsfelde (Lichtenberg),21,Lichtenberg,13.421052631578947,Allee der Kosmonauten,Lich,O,21,F,mittel,D,Lichtenberg
422,Schöne und ruhige 1-Zimmer-Wohnung / Appartment mit Balkon,https://www.immobilienscout24.de/expose/74301143,330.0,70.0,35.0,435.0,990,,36.0,1,1.0,1.0,True,,1985.0,,Modernisiert,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,100.0,Bellevue Investments GmbH & Co. KGaA,"Allee der Kosmonauten 21 A, 10315 Berlin, Friedrichsfelde (Lichtenberg)",Allee der Kosmonauten,10315 Berlin,Friedrichsfelde (Lichtenberg),21,Lichtenberg,9.166666666666666,Allee der Kosmonauten,Lich,O,21,F,mittel,D,Lichtenberg
423,"Exklusive, neuwertige 3-Zimmer-Wohnung mit 50qm Terasse in Berlin (Karlshorst) ",https://www.immobilienscout24.de/expose/98199162,1300.0,300.0,0.0,1600.0,3900,1 von 6,98.56,3,2.0,2.0,True,,2017.0,,Neuwertig,Fußbodenheizung,Gas,liegt vor,,,,"Am Carlsgarten 10, 10318 Berlin, Karlshorst (Lichtenberg)",Am Carlsgarten,10318 Berlin,Karlshorst (Lichtenberg),10,Lichtenberg,13.189935064935066,Am Carlsgarten,Lich,O,10,G,gut *,D,Lichtenberg
